product,description,page
ARDEX EP 500,"Opis: Żywica gruntująca. Systemowa żywica pod uszczelnienie poliuretanowe „S2-K PU”. Na bazie żywicy epoksydowej. Bez konieczności obsypywania piaskiem. Tiksotropowa konsystencja do nakładania na ścianach i podłogach. Możliwość nanoszenia metodą malarską i przez szpachlowanie. Bezrozpuszczalnikowa. Żywica gruntująca i mostek sczepny pod uszczelnienie poliuretanowe „S2-K PU” na chłonne i niechłonne podłoża, takie jak: – beton, – tynki cementowe i cementowo wapienne, – jastrychy cementowe i anhydrytowe, – płytki i płyty ceramiczne, – lastriko, – farby dyspersyjne, – stare, mocne kleje wodoodporne, – suche jastrychy, – okładziny PVC, – masy szpachlowe. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Ciężar właściwy: ok. 1,1 kg/l. Zużycie materiału: ok. 100 – 200 gr/m2 w zależności od podłoża i metody nanoszenia. Czas pracy (20°C): ok. 30 min. Czas wysychania (20°C): ok. 8 godzin na ścianach, ok. 12 godzin na podłodze. EMICODE: EC1PLUSR bardzo niski poziom emisji. GISCODE: RE1 bezrozpuszczalnikowy. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 3,0 kg wiadro 32432 40 24705 32432 8 84 wiadra 8,5 kg wiadro 32431 40 24705 32431 1 42 wiadra",57
ARDEX S2-K PU,"Opis: Poliuretanowa masa uszczelniająca. Uszczelnienie ścian i podłóg pod okładziny z płytek i płyt w basenach termalnych, prysznicach, pralniach, na balkonach i tarasach, kuchniach, browarach, zakładach przetwórstwa mięsnego i chemicznego Uszczelnienie pod płyty i płytki. Wg DIN 18534 – „Uszczelnienia pomieszczeń wewnętrznych” (klasy obciążeń W0-I, W1-I, W2-I i W3-I). Wg DIN 18535 – „Uszczelnienie przeciwko wodzie napierającej od wewnątrz (zbiorniki wody)” (klasy W1-B, W2-B). Wg DIN 18531 – „Uszczelnienia dachów, balkonów, loggi i galerii” Do stosowania: wewnątrz i na zewnątrz, ściany i podłogi. Gęstość świeżej zaprawy: ok. 1,3 kg/l. Zużycie materiału: ok. 1,4 kg/m2 dla warstwy grubości 1 mm w dwóch cyklach roboczych. Czas pracy (20°C): ok. 30 min.. Możliwość obciążania ruchem pieszym (20°C): po ok. 12 godz. EMICODE: EC1PLUSR - bardzo niski poziom emisji. GISCODE: PU 40 - system PU, bezrozpuszczalnikowy, szkodliwy dla zdrowia, uczulający. Magazynowanie: W suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 6 kg wiadro 32434 40 24705 32434 2 70 wiader 12 kg wiadro 32433 40 24705 32433 5 42 wiadra",58
ARDEX SK 12,"Opis: Taśma uszczelniająca. Wodoszczelne i odporne na działanie czynników atmosferycznych. Wytrzymałe na pęknięcia i mające zdolności do rozciągania. W mokrych i wilgotnych pomieszczeniach bez stałego dopływu wód powierzchniowych i gruntowych. W pomieszczeniach narażonych na długotrwałą wilgoć z ciągłym dopływem wody, np. na basenach. Na powierzchniach zewnętrznych, jak balkony, tarasy. W pomieszczeniach przemysłowych, jak duże kuchnie, browary. „SK TRICOM” zestaw uszczelniający do wodoszczelnego wypełniania szczelin dylatacyjnych, szczelin brzegowych, do połączeń przy odpływach powierzchniowych i przepustach rurowych. Do stosowania: wewnątrz i na zewnątrz, ściany i podłogi. Zużycie materiału: W obliczeniach zużycia zawsze należy uwzględnić zakładkę co najmniej 5 cm na każdą ze stron. SK 12: TRICOM Taśma uszczelniająca 120 Szerokość 120 mm. Długość rolki: 50 m i 10 m. SK-W: TRICOM Arkusz uszczelniający 120×120. Długość/Szerokość: 120×120 mm. SK-F: TRICOM Arkusz uszczelniający 425×425. Długość/Szerokość: 425×425 mm. SK 90: TRICOM Narożnik uszczelniający wewnętrzny 90°. Długość ramienia: 120 mm. SK 270: TRICOM Narożnik uszczelniający zewnętrzny 270°. Długość ramienia: 115 mm. Opakowanie Nr artykułu EAN-Nr Paleta SK 12 TRICOM Taśma uszczelniająca 12 cm 61111 40 24705 61111 4 1 rolka szerokości, 50 m rolka SK 12 TRICOM Taśma uszczelniająca 12 cm 61112 40 24705 61112 1 1 rolka szerokości, 10 m rolka",59
ARDEX SK 270,"Opis: Narożnik uszczelniający zewnętrzny 270 stopni. Wodoszczelne i odporne na działanie czynników atmosferycznych. Wytrzymałe na pęknięcia i mające zdolności do rozciągania. W mokrych i wilgotnych pomieszczeniach bez stałego dopływu wód powierzchniowych i gruntowych. W pomieszczeniach narażonych na długotrwałą wilgoć z ciągłym dopływem wody, np. na basenach. Na powierzchniach zewnętrznych, jak balkony, tarasy. W pomieszczeniach przemysłowych, jak duże kuchnie, browary „SK TRICOM” zestaw uszczelniający do wodoszczelnego wypełniania szczelin dylatacyjnych, szczelin brzegowych, do połączeń przy odpływach powierzchniowych i przepustach rurowych. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Zużycie materiału: W obliczeniach zużycia zawsze należy uwzględnić zakładkę co najmniej 5 cm na każdą ze stron. SK 12: TRICOM Taśma uszczelniająca 120 Szerokość 120 mm. Długość rolki: 50 m i 10 m. SK-W: TRICOM Arkusz uszczelniający 120×120. Długość/Szerokość: 120×120 mm. SK-F: TRICOM Arkusz uszczelniający 425×425. Długość/Szerokość: 425×425 mm. SK 90: TRICOM Narożnik uszczelniający wewnętrzny 90°. Długość ramienia: 120 mm. SK 270: TRICOM Narożnik uszczelniający zewnętrzny 270°. Długość ramienia: 115 mm. Opakowanie Nr artykułu EAN-Nr Paleta SK 270 TRICOM Narożnik zewnętrzny 270° 61116 40 24705 61116 9 25 sztuk",60
ARDEX SK 90,"Opis: Narożnik uszczelniający wewnętrzny 90 stopni. Wodoszczelne i odporne na działanie czynników atmosferycznych. Wytrzymałe na pęknięcia i mające zdolności do rozciągania.W mokrych i wilgotnych pomieszczeniach bez stałego dopływu wód powierzchniowych i gruntowych. W pomieszczeniach narażonych na długotrwałą wilgoć z ciągłym dopływem wody, np. na basenach. Na powierzchniach zewnętrznych, jak balkony, tarasy. W pomieszczeniach przemysłowych, jak duże kuchnie, browary. „SK TRICOM” zestaw uszczelniający do wodoszczelnego wypełniania szczelin dylatacyjnych, szczelin brzegowych, do połączeń przy odpływach powierzchniowych i przepustach rurowych. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Zużycie materiału: W obliczeniach zużycia zawsze należy uwzględnić zakładkę co najmniej 5 cm na każdą ze stron. SK 12: TRICOM Taśma uszczelniająca 120 Szerokość 120 mm. Długość rolki: 50 m i 10 m. SK-W: TRICOM Arkusz uszczelniający 120×120. Długość/Szerokość: 120×120 mm. SK-F: TRICOM Arkusz uszczelniający 425×425. Długość/Szerokość: 425×425 mm. SK 90: TRICOM Narożnik uszczelniający wewnętrzny 90°. Długość ramienia: 120 mm. SK 270: TRICOM Narożnik uszczelniający zewnętrzny 270°. Długość ramienia: 115 mm. Opakowanie Nr artykułu EAN-Nr Paleta SK 90 TRICOM Narożnik wewnętrzny 90° 61115 40 24705 61115 2 25 sztuk",61
ARDEX X 6,"Opis: Elastyczna zaprawa klejowa. Na bazie cementu. Do osadzania i układania płyt, płytek i materiałów izolacyjnych. Mocowanie i układanie: − płytek każdego rodzaju bez względu na ich chłonność, − płyt i okładzin obrobionych i przygotowanych z odpornego na wilgoć kamienia naturalnego, Osadzanie: − odpowiednich płyt budowlanych, np. kartonowo gipsowych, − płyt izolacyjnych z pianki utwardzonej i włókna mineralnego, − elementów płytek (płyt izolacyjnych z pianki utwardzonej obustronnie, pokrywanych zaprawą). Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Normy: EN 12004 C2TE Proporcje mieszania: ok. 8 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,4 kg/l. Ciężar świeżej zaprawy: ok. 1,7 kg/l. Zużycie: przy gładkim podłożu: paca 3 x 3 x 3 mm : ok. 1,4 kg/m2 proszku przy; paca 6 x 6 x 6 mm : ok. 2,5 kg/m2 proszku; paca 8 x 8 x 8 mm : ok. 3,0 kg/m2 proszku; paca 10 x10 x 10 mm : ok. 3,7 kg/m2 proszku; paca 12 x 12 x 12 mm : ok. 4,5 kg/m2 proszku. Czas pracy (+20°C): ok. 3 godzin. Czas otwarty: ok. 30 minut (mierzone w świeżej zaprawie). Czas korekty: 15 minut. Możliwość chodzenia (+20°C): po związaniu, po ok. 24 godzinach. Możliwe również fugowanie. Fugowanie na ścianach (+20°C): po ok. 8 godzinach. Ogrzewanie podłogowe: tak. EMICODE: EC1PLUS - bardzo niskoemisyjny. GISCODE: ZP1 – niskochromianowy. Magazynowanie: W oryginalnie zamkniętych opakowaniach, w suchych pomieszczeniach przez 12 miesięcy.",62
ARDEX X 7 G PLUS,"Opis: Elastyczny klej. Na bazie cementu. Do osadzania i układania płyt, płytek i materiałów izolacyjnych. Wodoodporna, mrozoodporna, do układania okładzin gresowych wewnątrz pomieszczeń, materiał łatwy w stosowaniu, wysoka wydajność, wysoka stabilność, długi czas użycia, szeroki zakres stosowania. Osadzanie i układanie płytek w basenach. Osadzanie ceramicznych okładzin na fasadach. Osadzanie i klejenie okładzin na jastrychach ogrzewanych. Elastyczna zaprawa klejowa do układania: – płytek kamionkowych, – płytek gresowych wewnątrz pomieszczeń, – mozaiki ze szkła i porcelany, – płyt betonowych, – płyt z kamieni naturalnych odpornych na wilgoć. Osadzanie: – odpowiednich płyt budowlanych, np. płyt gipsowo – kartonowych, – płyt izolacyjnych z twardej pianki, styropianu, wełny mineralnej, – kształtowanych płytek profilowanych (twarda pianka – płyty izolacyjne obustronnie pokrywane zaprawą – docieplenia). Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Normy: EN 12004 C2TES1. Proporcje mieszania: ok. 10,5 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,3 kg/l. Ciężar świeżej zaprawy: ok. 1,4 kg/l. Zużycie materiału: przy gładkim podłożu: paca zębata 3x3x3 mm: ok. 1,0 kg/m2; paca zębata 6x6x6mm: ok. 1,6 kg/m2; paca zębata 8x8x8mm: ok. 2,0 kg/m2. Czas pracy (20°C): ok. 5 godzin. Czas układania płytek: ok. 10 minut (mierzone na świeżej zaprawie). Czas korekcji: ok. 15- 20 minut. Możliwość obciążania ruchem pieszym (+20°C): po ok. 24 godzinach (oraz możliwość fugowania). Możliwość fugowania na ścianach (+20°C): po ok. 8 godzinach. GISCODE: ZP1 - wyrób zawiera cement niskochromianowy. Możliwość stosowania z systemami ogrzewania podłogowego: tak. Magazynowanie: W suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 54054 40 24705 54109 1 40 worków",63
ARDEX X 7 G S,"Opis: Elastyczna zaprawa klejowa, szybkowiążąca. Na bazie cementu. Do osadzania i układania płyt, płytek i materiałów izolacyjnych. Szybkowiążąca Możliwość chodzenie i fugowania po ok. 2 godzinach. Klejenie płytek na jastrychach ogrzewanych. Mocowanie i układanie: − płytek każdego rodzaju bez względu na ich chłonność − płyt i kształtek betonowych − mozaiki szklanej i porcelanowej − płyt i okładzin obrobionych i przygotowanych z odpornego na wilgoć kamienia naturalnego Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Normy: EN 12004 C2FT. Proporcje mieszania: ok. 6,25 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,3 kg/l.. Ciężar świeżej zaprawy: ok. 1,7 kg/l Zużycie: przy gładkim podłożu: paca 3 x 3 x 3 mm : ok. 1,3 kg/m2 proszku; paca 6 x 6 x 6 mm : ok. 2,2 kg/m2 proszku; paca 8 x 8 x 8 mm : ok. 2,8 kg/m2 proszku; paca 10 x10 x 10 mm : ok. 3,9 kg/m2 proszku. Czas pracy (+20°C): ok. 30 minut. Czas otwarty: ok. 15 – 20 minut. Czas korekty: ok. 10 – 15 minut. Możliwość chodzenia (+20°C): po związaniu, po ok. 2 godzinach. Możliwe również fugowanie. Fugowanie na ścianach (+20°C): po ok. 2 godzinach. Ogrzewanie podłogowe: tak. EMICODE: EC1PLUS - bardzo niskoemisyjny. GISCODE: ZP1 – niskochromianowy. Przechowywanie: w oryginalnie zamkniętych opakowaniach, w suchych pomieszczeniach przez 12 miesięcy.",64
ARDEX X 77,"Opis: Elastyczny klej MicroTec. Na bazie cementu. Osadzanie i układanie okładzin ceramicznych, także w przypadku niskiej chłonności okładziny (kamionka szlachetna). Wodoodporny. Mrozoodporny. Elastyczny. Duża wydajność. Materiał łatwy w stosowaniu. Bezskurczowy. Elastyczny klej o lekkiej konsystencji. Po dodaniu plastyfikatora E 90 uzyskujemy wysokoformowalną elastyczną zaprawę klejącą w klasie CS 2 EN 12004. Osadzanie i układanie płytek w basenach. Osadzanie ceramicznych okładzin na fasadach. Osadzanie i układanie płytek na jeszcze kurczących się podłożach betonowych i murowanych (mających minimum 3 miesiące). Dzięki technologii AMF uzyskujemy dodatkową pewność wykorzystującą wzmocnienie włóknami: - naprężenia zostają skompensowane, - wytrzymałość sklejenia zostaje ulepszona, - siły odkształceń zostają zredukowane. Układanie i osadzanie: – płytek z kamienia oraz kamienia szlachetnego, – mozaiki ze szkła i porcelany, – płyt betonowych, – płyt z kamieni naturalnych odpornych na wilgoć, – płytek ceramicznych i gresowych. Osadzanie: – odpowiednich płyt budowlanych, np. kartonowo-gipsowych, – płyt izolacyjnych z twardej pianki, styropianu, wełny mineralnej, – kształtowanych płytek profilowanych (twarda pianka – płyty izolacyjne obustronnie pokrywane zaprawą – docieplenia). Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Normy: zaprawy cienkowarstwowe EN 12004 C2/T(T)E S1. Proporcje mieszania: 11,0 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,0 kg/l. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: przy gładkim podłożu: packa 3x3x3 mm: ok. 1,0 kg/m2; packa 6x6x6 mm: ok. 1,6 kg/m2; packa 8x8x8 mm: 2,2 kg/m2. Czas pracy (20°C): ok. 3 godz. Czas układania płytek: ok. 60 min po nałożeniu kleju. Czas korekcji: ok. 15 min. Możliwość obciążenia ruchem pieszym (20°C): po wystarczającym utwardzeniu po ok. 24 godzinach jest możliwe fugowanie podłóg. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: ZP1 - wyrób zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 54060 40 24705 54060 5 40 worków",65
ARDEX X 77 S,"Opis: Elastyczny klej MicroTec, szybki. Na bazie cementu. Do układania i osadzania ceramicznych okładzin, także w przypadku niskiej chłonności okładziny (kamionka szlachetna). Wodoszczelny, mrozoodporny, elastyczny, wysoka wydajność, materiał łatwy w stosowaniu. Powierzchnie można fugować po upływie 90 min. Elastyczny klej o lekkiej konsystencji. Osadzanie i układanie płytek w basenach. Osadzanie ceramicznych okładzin na fasadach. Osadzanie i układanie płytek na jeszcze kurczących się podłożach betonowych (mających min. 3 miesiące od ułożenia). Po dodaniu plastyfikatora E 90 uzyskujemy wysokoformowalną elastyczną zaprawę klejącą w klasie CS 2 EN 12004. Dodatkowa pewność wykorzystująca wzmocnienie włóknami: - naprężenia zostają skompensowane, - wytrzymałość sklejenia zostaje ulepszona, - siły odkształceń zostają zredukowane. Układanie i osadzanie: - płytek z kamienia, kamienia szlachetnego, - mozaiki ze szkła i porcelany, - płyt betonowych, - płyt z kamieni naturalnych odpornych na działanie wilgoci. Osadzanie: - odpowiednich płyt budowlanych, np. kartonowo-gipsowych, - płyt izolacyjnych z twardej pianki, wełny mineralnej, - kształtowanych płytek profilowanych (twarda pianka – płyty izolacyjne obustronnie pokrywane zaprawą – docieplenia). Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Normy: EN 12004 C2/F(F)T(T)E/S1. Klasyfikacja F (wytrzymałość na rozciąganie = 0,5 N/mm2): po upływie 6 godz. Proporcje mieszania: ok. 8,5 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,1 kg/l. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: przy gładkim podłożu: packa 3x3x3 mm: ok. 1,3 kg/m2; packa 6x6x6 mm: ok. 2,0 kg/m2; packa 8x8x8 mm: ok. 2,5 kg/m2. Czas pracy (20°C): ok. 30 min. Czas układania płytek: ok. 20 min Czas korekcji: ok. 15 min. Możliwość obciążenia ruchem pieszym (20°C): po 90 min można fugować podłogi. Fugowanie ścian: po ok. 60 min. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: ZP1 - zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach 6 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 54062 40 24705 54062 9 40 worków",66
ARDEX X 7 W PLUS,"Opis: Elastyczna zaprawa klejowa biała. Na bazie białego cementu. Spełnia wymagania normy PN-EN 12004 – C2TES1. Wodoodporna. Mrozoodporna. Wysoka stabilność. Długi czas użycia. Szeroki zakres stosowania. Klejenie płytek na jastrychach ogrzewanych. Klejenie płytek na tarasach i balkonach. Klejenie płytek w nieckach basenowych. Klejenie płyt stropowych, dekoracyjnych oraz płyt akustycznych. Mocowanie i układanie: − płytek każdego rodzaju bez względu na ich chłonność, − płyt i kształtek betonowych, − mozaiki szklanej i porcelanowej, − płyt i okładzin obrobionych i przygotowanych z odpornego na wilgoć kamienia naturalnego, − płytek gresowych. Osadzanie: − odpowiednich płyt budowlanych, np. kartonowogipsowych, − płyt izolacyjnych z pianki utwardzonej i włókna mineralnego, − elementów płytek (płyt izolacyjnych z pianki utwardzonej obustronnie, pokrywanych zaprawą). Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Proporcje mieszania: 9,5 l wody : 25 kg proszku (odpowiada ok. 1 c.o. wody : 2 c.o. proszku). Gęstość nasypowa: ok. 1,3 kg/l. Gęstość świeżej zaprawy: ok. 1,4 kg/l. Zużycie materiału: ok. 1,4 kg/l przy gładkim podłożu; paca 3x3x3 mm: ok. 1,1 kg/m2; paca 6x6x6 mm: ok. 1,9 kg/m2; paca 8x8x8 mm: ok. 2,8 kg/m2. Czas pracy (20°C): ok. 5 godz. Czas otwarty: ok. 30 min. Czas korekcji: ok. 20-25 min. Możliwość obciążenia ruchem pieszym (20°C): po wystarczającym utwardzeniu po ok. 24 godz. jest możliwe fugowanie podłóg. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: wyrób zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 4002 9006445040022 40 worków",67
ARDEX X 77 W,"Opis: Elastyczny klej MicroTec, biały. Na bazie cementu. Osadzanie i układanie okładzin ceramicznych, także w przypadku niskiej chłonności okładziny (kamionka szlachetna). Wodoodporny. Mrozoodporny. Elastyczny. Duża wydajność. Materiał łatwy w stosowaniu. Bezskurczowy. Elastyczny klej o lekkiej konsystencji. Osadzanie i układanie płytek w basenach. Osadzanie ceramicznych okładzin na fasadach. Osadzanie i układanie płytek na jeszcze kurczących się podłożach betonowych i murowanych (mających minimum 3 miesiące). Po dodaniu plastyfikatora „E 90” uzyskujemy wysokoformowalną elastyczną zaprawę klejącą w klasie CS 2 EN 12004. Dzięki technologii AMF uzyskujemy dodatkową pewność wykorzystującą wzmocnienie włóknami: - naprężenia zostają skompensowane, - wytrzymałość sklejenia zostaje ulepszona, - siły odkształceń zostają zredukowane. Układanie i osadzanie: - płytek z kamienia oraz kamienia szlachetnego, - mozaiki ze szkła i porcelany, - płyt betonowych, - płyt z kamieni naturalnych odpornych na wilgoć, - płytek ceramicznych i gresowych. Osadzanie: - odpowiednich płyt budowlanych, np. kartonowo-gipsowych, - płyt izolacyjnych z twardej pianki, styropianu, wełny mineralnej, - kształtowanych płytek profilowanych (twarda pianka – płyty izolacyjne obustronnie pokrywane zaprawą – docieplenia). Normy: Zaprawy cienkowarstwowe EN 12004 C2/T(T)E S1. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Proporcje mieszania: 11,0 l wody : 25 kg proszku. Gęstość nasypowa: ok. 1,0 kg/l. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: przy gładkim podłożu: packa 3x3x3 mm: ok. 1,0 kg/m2; packa 6x6x6 mm: ok. 1,6 kg/m2; packa 8x8x8 mm: 2,2 kg/m2. Czas pracy (20°C): ok. 3 godz. Czas układania płytek: ok. 60 min po nałożeniu kleju. Czas korekcji: ok. 15 min. Możliwość obciążenia ruchem pieszym (20°C): po wystarczającym utwardzeniu po ok. 24 godz. jest możliwe fugowanie podłóg. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: ZP1 - wyrób zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 54060 40 24705 54060 5 40 worków",68
